{disease_id}	{index}
OMIM:171420	1316
OMIM:171450	1317
OMIM:171480	1318
OMIM:171660	1319
OMIM:171720	1320
OMIM:172110	1321
OMIM:172150	1322
OMIM:172290	1323
OMIM:172500	1324
OMIM:172700	1325
OMIM:172800	1326
OMIM:172850	1327
OMIM:172870	1328
OMIM:172880	1329
OMIM:172900	1330
OMIM:173000	1331
OMIM:173100	1332
OMIM:173200	1333
OMIM:173395	1334
OMIM:173400	1335
OMIM:173420	1336
OMIM:173450	1337
OMIM:173500	1338
OMIM:173540	1339
OMIM:173560	1340
OMIM:173580	1341
OMIM:173590	1342
OMIM:173600	1343
OMIM:173650	1344
OMIM:173700	1345
OMIM:173800	1346
OMIM:173900	1347
OMIM:174000	1348
OMIM:174050	1349
OMIM:174200	1350
OMIM:174300	1351
OMIM:174310	1352
OMIM:174400	1353
OMIM:174500	1354
OMIM:174600	1355
OMIM:174700	1356
